NUMERO,PERGUNTA,RESP1,RESP2,RESP3,RESP4,CERTA,TIPO,FLAG,JA_FOI,MATERIA
3313,"O QUE SIGNIFICA LATIFÚNDIO?","PEQUENAS EMPRESAS","GRANDES FAZENDAS","PEQUENAS FÁBRICAS","PEQUENAS LOJAS","2","B",,"N","P"
3314,"O QUE SIGNIFICA FOSCO?","SEM BRILHO","TRANSLÚCIDO","TRANSPARENTE","COM BRILHO","1","B",,"N","P"
3315,"O QUE SIGNIFICA EXPEDIR?","TREMER","ENVIAR","ATIRAR","PRENDER","2","B",,"N","P"
3316,"O QUE SIGNIFICA CREPÚSCULO VESPERTINO?","PÔR-DO-SOL","ALVORECER","AMANHECER","CHOVER","1","B",,"N","P"
3317,"O QUE SIGNIFICA CORPUS CHRISTI?","ANTES DE CRISTO","FESTA DO CORPO DE CRISTO","DEPOIS DE CRISTO","PAI DE CRISTO","2","B",,"N","P"
3318,"O QUE SIGNIFICA CASTO?","CULPADO","MALICIOSO","GROSSEIRO","INOCENTE","4","B",,"N","P"
3334,"O QUE SIGNIFICA BURLAR?","RECEITAR","BALANÇAR","PULAR","ENGANAR","4","B",,"N","P"
3320,"O QUE É MAMOTE?","ÁRVORE","TRIBO INDÍGENA","CRIANÇA QUE AINDA MAMA","FRUTO DO SERTÃO","3","B",,"N","P"
3306,"O QUE SIGNIFICA A PREPOSIÇÃO SOB?","ACIMA DE","JUNTO DE","AO LADO DE","DEBAIXO DE","4","B",,"N","P"
3322,"O VERBO RIR NO PRESENTE DO INDICATIVO É:","EU RIRA","EU SORRIO","EU RIA","EU RIO","4","B",,"N","P"
3323,"O QUE SIGNIFICA ""RENDA PER CAPITA""?","RENDA POR CIDADE","RENDA POR CAPITAL","RENDA POR PESSOA","RENDA POR CAPTAR","3","B",,"N","P"
3324,"O QUE SIGNIFICA ""OFUSCAR""?","BRILHAR","OCULTAR","ANOITECER","ACENDER","2","B",,"N","P"
3325,"O QUE SIGNIFICA ""ALCUNHA""?","FACHADA","SABOTAGEM","APELIDO","TESTA","3","B",,"N","P"
3326,"O QUE SIGNIFICA  INSÍPIDO?","SEM AROMA","SEM SABOR","SEM ÁGUA","SEM COR","2","B",,"N","P"
3327,"O QUE É SONOPLASTIA?","SONOTÉCNICA","SONOTERAPIA","SONOLÊNCIA","SONÍFERO","1","B",,"N","P"
3328,"O QUE É SAPOTI?","SAPO","INSETO","FRUTA","DOCE","3","B",,"N","P"
3329,"O QUE É RUBRICA?","CONTRATO FALSO","MEDALHA DE RUBI","PRATO ESPANHOL","ASSINATURA ABREVIADA","4","B",,"N","P"
3330,"O QUE É REPROGRAFIA?","REPRODUÇÃO GRÁFICA","BIBLIOGRAFIA","MONOGRAFIA","REPRODUÇÃO DE ANIMAIS","1","B",,"N","P"
3331,"O QUE É PLÁGIO?","ROUBAR","CANCELAR","INTERFERIR","IMITAR","4","B",,"N","P"
3332,"O QUE É PINHÃO?","ORTALIÇA","SEMENTE","FRUTA","LEGUME","2","B",,"N","P"
3333,"O QUE É PENTECOSTES?","FESTA JUDAICA","RITUAL BUDISTA","FESTA CATÓLICA","GRUPO EVANGÉLICO","3","B",,"N","P"
3221,"O QUE É PEDESTAL?","UM CAMINHO ÁRDUO","PEÇA QUE SUSTENTA ESTÁTUAS","ESPECIALISTA EM PÉS","QUEM ANDA A PÉ","2","B",,"N","P"
3146,"O QUE É OCLUSO?","ADAPTADO","PRODUZIDO","OCUPADO","FECHADO","4","B",,"N","P"
3261,"O QUE SIGNIFICA ALIENÍGENA?","ALHEIO","ALICERCE","ESTRANGEIRO","ANTERIOR","3","B",,"N","P"
3164,"QUAL PALAVRA ESTÁ ESCRITA CORRETAMENTE?","BIRINJELA","BIRINGELA","BERINJELA","BERINGELA","3","B",,"N","P"
3165,"TARSILA DO AMARAL INTEGROU-SE A QUAL MOVIMENTO NA DÉCADA DE 20?","PARNASIANISMO","MODERNISMO","PRÉ-MODERNISMO","ROMANTISMO","2","B",,"N","P"
3166,"QUAL É O SIGNIFICADO DA PALAVRA DÍSPAR?","DIFERENTE","DESAPARACER","DISTÂNCIA","DIÁLOGO","1","B",,"N","P"
3167,"QUAL É O SINÔNIMO DE AUSTERO?","GENTIL","ENGRAÇADO","SEM-VERGONHA","SEVERO","4","B",,"N","P"
3168,"CÉLEBRE É O ANTÔNIMO DE:","FAMOSO","ILUSTRE","DESCONHECIDO","NÓTAVEL","3","B",,"N","P"
3169,"QUAL É O SINÔNIMO DE LASSIDÃO ?","SAÚDE","ESPERTEZA","ALEGRIA","CANSAÇO","4","B",,"N","P"
3170,"QUAL EXPRESSÃO ESTÁ ERRADA?","GRAVURA À MEIA-TINTA","É MEIO-DIA E MEIO","ELA É MEIO TRISTE","ESTOU NA MEIA-IDADE","2","B",,"N","P"
3171,"QUAL FIGURA EXAGERA A VERDADE DAS COISAS?","HIPÉRBOLE","METÁFORA","METONÍMIA","PROSOPÓPEIA","1","B",,"N","P"
3172,"QUAL O PLURAL DA PALAVRA CIRURGIÃO-DENTISTA?","CIRURGIÃOS-DENTISTA","CIRURGIÃO-DENTISTAS","CIRURGIÕES-DENTISTAS","CIRURGIÃOS-DENTISTAS","3","B",,"N","P"
3367,"QUAL O SUPERLATIVO DA PALAVRA SIMPLES?","SIMPLÓRIO","HUMILDE","SIMPLISTA","SIMPLÍSSIMO","4","B",,"N","P"
3173,"O VERBO ""VIR"" NA TERCEIRA PESSOA DO PLURAL DO INDICATIVO É:","VEJAM","VÊM","VÊEM","VÊ","2","B",,"N","P"
3336,"PIROFOBIA É MEDO DE QUE?","ESCURIDÃO","FOGO","LUGARES FECHADOS","ALTURA","2","B",,"N","P"
3174,"O QUE SIGNIFICA O GEO DA PALAVRA GEOGRAFIA?","FLORESTA","TERRA","ÁGUA","GELO","2","B",,"N","P"
3190,"O VOCÁBULO DELETAR POSSUI O SEGUINTE SIGNIFICADO:","ABREVIAR","CONSERTAR","APAGAR","DESLIGAR","3","B",,"N","P"
3176,"ONIPOTENTE É UMA PESSOA:","DOENTE","FRACA","MENTIROSA","PODEROSA","4","B",,"N","P"
3162,"PALAVRAS QUE TÊM A MESMA PRONÚNCIA, MAS SENTIDO DIFERENTE, SÃO:","HOMÔNIMOS","SINÔNIMOS","ANTÔNIMOS","PARÔNIMOS","1","B",,"N","P"
3178,"PERNAMBUCO É UMA PALAVRA:","TRISSÍLABA","DISSÍLABA","MONOSSÍLABA","POLISSÍLABA","4","B",,"N","P"
3179,"QUAL PALAVRA É SINÔNIMO DE FAGUEIRO?","TRAPACEIRO","CARINHOSO","MOLEQUE","ESPORTIVO","2","B",,"N","P"
3180,"PESTANEJAR É O MESMO QUE:","FESTEJAR","PISCAR","DEMORAR","INFECTAR","2","B",,"N","P"
3181,"QUAL PALAVRA ESTÁ CORRETAMENTE ACENTUADA?","BÔA","DÔCE","PÉLE","REÚNE","4","B",,"N","P"
3182,"POLITEÍSMO REFERE-SE A QUÊ?","UM SÓ DEUS","VÁRIAS SÍLABAS","VÁRIOS LIVROS","VÁRIOS DEUSES","4","B",,"N","P"
3183,"PORVENTURA SIGNIFICA:","POR ACASO","MUITO RICO","GRANDE AVENTURA","GRANDE VENDAVAL","1","B",,"N","P"
3184,"PREJUDICAR É O MESMO QUE:","DEPRIMIR","CONSERTAR","HARMONIZAR","ANULAR","4","B",,"N","P"
3185,"QUAL  É O GERÚNDIO DO VERBO VALER?","VALERIA","VALESSE","VÁLIDO","VALENDO","4","B",,"N","P"
3186,"QUAL PALAVRA NÃO POSSUI ACENTO GRÁFICO NO SINGULAR?","RAÍZES","CENÁRIOS","PAÍSES","AUTOMÓVEIS","1","B",,"N","P"
3187,"O VERBO PENTEAR NA PRIMEIRA PESSOA DO  PRESENTE DO INDICATIVO É:","PENTEEI","PENTIO","PENTEAVA","PENTEIO","4","B",,"N","P"
3188,"PERSONALÍSSIMO É SUPERLATIVO DE:","PÉRSIO","PERSONAGEM","PESSOAL","PERSIANA","3","B",,"N","P"
3148,"O QUE SIGNIFICA PERENE?","PARADO","PERECÍVEL","CONTÍNUO","MORTAL","3","B",,"N","P"
3177,"QUAL É O PLURAL DE GUARDA-SOL?","GUARDAS-SÓIS","GUARDAS-SOL","GUARDADORES-DE-SÓIS","GUARDA-SÓIS","4","B",,"N","P"
3175,"O PLURAL DA PALAVRA CAPITÃO É:","CAPITONES","CAPITÃOS","CAPITÕES","CAPITÃES","4","B",,"N","P"
3135,"QUAL É O PLURAL DE AZUL-MARINHO?","AZUIS-MARINHO","AZUL-MARINHOS","AZUIS-MARINHOS","AZUL-MARINHO","3","B",,"N","P"
3136,"QUAL É O PASSADO DO VERBO CRER?","CRER","CRERIA","CREREI","CRI","4","B",,"N","P"
3137,"QUAL É O GERÚNDIO DO VERBO PARTIR?","PARTIRÁ","PARTINDO","PARTIREI","PARTIDO","2","B",,"N","P"
3138,"QUAL É O CONTRÁRIO DE ALTRUÍSMO?","AMOR","EGOÍSMO","CIÚME","FILANTROPIA","2","B",,"N","P"
3139,"O PARTICÍPIO DO VERBO CHEGAR É:","CHEGADO","CHEGO","CHEGANDO","CHEGOU","1","B",,"N","P"
3140,"PROTÓTIPO É O MESMO QUE:","CÓPIA","MODELO","RASCUNHO","AMOSTRA","2","B",,"N","P"
3141,"QUAL É O AUMENTATIVO DE SÚBITO?","SOPETO","SUPRESSÃO","SUPETÃO","SOPETÃO","3","B",,"N","P"
3142,"QUAL É O AUMENTATIVO CORRETO DE MÃO?","MÃOZADA","MANZORRA","MANITA","MÃOZONA","2","B",,"N","P"
3143,"QUAL DESSES LIVROS FOI ESCRITO POR PAULO COELHO?","DIÁRIO DE UM MAGO","FELIZ ANO VELHO","IRACEMA","O FEIJÃO E O SONHO","1","B",,"N","P"
3144,"QUAL DESSAS PALAVRAS NÃO PERTENCE AO NAVIO?","POLPA","CONVÉS","PROA","ÂNCORA","1","B",,"N","P"
3145,"QUAL DESSAS PALAVRAS NÃO DEVERIA SER ESCRITA COM HÍFEN?","ANTI-HERÓI","ANTI-RÁBICO","ANTI-RADAR","ANTI-ESTÉTICO","4","B",,"N","P"
3161,"IRERÊ É:","MAMÍFERO","ANFÍBIO","AVE","RÉPTIL","3","B",,"N","P"
3147,"O QUE SIGNIFICA ABARBADO ?","QUEM NÃO USA BARBA","QUEM USA BIGODE","SOBRECARREGADO","QUEM USA BARBA","3","B",,"N","P"
3134,"MAGMA É O MESMO QUE:","LAVA","LARVA","CEBO","SEBO","1","B",,"N","P"
3149,"MORTEIRO É:","CEMITÉRIO","CANHÃO CURTO","COVEIRO","PEDREIRA","2","B",,"N","P"
3150,"NIGÉRRIMO É SUPERLATIVO DE:","NÍQUEL","NEVE","NÍTIDO","NEGRO","4","B",,"N","P"
3151,"O ANTÔNIMO DE UTOPIA É:","REALIDADE","QUIMERA","FANTASIA","ILUSÓRIO","1","B",,"N","P"
3152,"O CONTRÁRIO DE ABUNDANTE É:","ESCASSO","CURTO","LONGO","COMPRIDO","1","B",,"N","P"
3153,"QUAL DESSAS PALAVRAS ESTÁ COM A ORTOGRAFIA CORRETA?","LIJEIRO","LIGERO","LIJERO","LIGEIRO","4","B",,"N","P"
3154,"O PREFIXO ""XILO"" NA PALAVRA XILOGRAVURA SE REFERE A QUÊ?","VIDRO","PAPEL","PLÁSTICO","MADEIRA","4","B",,"N","P"
3155,"O QUE É MACUCO?","PEIXE","MACACO","CAIPIRA","AVE","4","B",,"N","P"
3156,"O QUE SIGNIFICA ESDRÚXULO?","DEFEITO","ESQUISITO","ERRADO","CORRETO","2","B",,"N","P"
3157,"O QUE SIGNIFICA QUADRELA?","QUADRADO","NUMEROSO","MURO","QUADRO PEQUENO","3","B",,"N","P"
3158,"PANTALHA É O MESMO QUE:","CALÇA LARGA","TECIDO","ABAJUR","PLANTA","3","B",,"N","P"
3159,"PRIMITIVO É O MESMO QUE:","FUGITIVO","ORIGINAL","PIRATA","COMPOSTO","2","B",,"N","P"
3160,"O MESMO QUE ENLOUQUECER É...","ALOUCAR","ALOCAR","ALOUSAR","ALOMBAR","1","B",,"N","P"
3192,"QUAL É O COLETIVO DE FLORES?","FLORESTA","RAMALHETE","JARDIM","FAUNA","2","B",,"N","P"
3235,"O GLOSSÁRIO REFERE-SE A QUÊ?","PREFÁCIO","VOCABULÁRIO","TEMA","ENREDO","2","B",,"N","P"
3189,"O QUE É BAOBÁ?","HINO","COMIDA","ÁRVORE","INSTRUMENTO MUSICAL","3","B",,"N","P"
3222,"O QUE É ESPERANTO?","COMIDA","CRENÇA","IDIOMA","ANIMAL","3","B",,"N","P"
3223,"O QUE É CAJÁ?","UMA PASSÁRO","UM CAJADO","UM FRUTO","UM PEIXE","3","B",,"N","P"
3224,"O QUE É ESTEPE?","VEGETAÇÃO","COMIDA","PROFISSÃO","ANIMAL","1","B",,"N","P"
3225,"O QUE É DIZIMAR?","DIZER","DIVULGAR","MANIFESTAR","DESTRUIR","4","B",,"N","P"
3226,"O QUE É DEVASSO?","TÍMIDO","ABANDONADO","CHORÃO","LIBERTINO","4","B",,"N","P"
3227,"DOLÊNCIA SIGNIFICA:","AMOR","MÁGOA","ALEGRIA","PAZ","2","B",,"N","P"
3228,"O PLURAL DE ARRANHA-CÉU É:","ARRANHAS-CÉIS","ARRANHA-CÉUS","ARRANHAS-CÉUS","ARRANHA-CÉIS","2","B",,"N","P"
3229,"O QUE É DEBOCHAR?","CUIDAR","ZOMBAR","DORMIR","MODIFICAR","2","B",,"N","P"
3230,"O QUE É ENCARQUILHADA?","ENRUGADA","ENFERMO","ESBUGALHADA","ESPIRITUALIDADE","1","B",,"N","P"
3231,"O QUE É BAUXITA?","UMA FLOR","UM PÁSSARO","UMA ROCHA","UMA PLANTA","3","B",,"N","P"
3232,"O QUE É FISSURA?","FENDA","CICATRIZ","CURATIVO","RASCUNHO","1","B",,"N","P"
3248,"O QUE É ÁTIMO?","AVENTURA","MOMENTO","CARRO","LOUCURA","2","B",,"N","P"
3234,"O QUE É CURAÇAU?","CHAMPANHA","WHISKY","VINHO","LICOR","4","B",,"N","P"
3220,"O QUE É ARREMATAR?","COMEÇAR","COMPRAR","TROCAR","FINALIZAR","4","B",,"N","P"
3236,"EM QUAL DAS FRASES A CRASE FOI EMPREGADA CORRETAMENTE?","VESTIR-SE À LUÍS XV","EU VOU À CASA","FICAMOS CARA À CARA","ELE FOI À PÉ","1","B",,"N","P"
3237,"O QUE É CHIPRE?","UMA PLANTA","UM PAÍS","UM ANIMAL","UMA CONSTELAÇÃO","2","B",,"N","P"
3238,"O QUE É GUACAMOLE?","BRINCADEIRA INFANTIL","BEBIDA","VESTE COLOMBIANA","PRATO MEXICANO","4","B",,"N","P"
3878,"QUAL É A PRÓXIMA LETRA DA SEQÜÊCIA A,D,G...?","H","J","K","L","2","C",,"N","P"
3877,"QUAL É O SINÔNIMO DE ANDAÇO?","PEQUENA EPIDEMIA","DOR DE CABEÇA","ANDARILHO","IMIGRANTE","1","C",,"N","P"
3876,"QUAL É O SINÔNIMO DE AMOEDAR:","MODELAR","TORNEAR","REMEDEAR","CUNHAR","4","C",,"N","P"
3875,"QUAL É O SIGNIFICADO DA PALAVRA INEXPUGNÁVEL?","SENSÍVEL","INTELIGENTE","INDESTRUTÍVEL","INEXEGÍVEL","3","C",,"N","P"
3874,"QUAL É O PLURAL DA PALAVRA CAMPUS?","CAMPUS","CAMPI","CAMPOS","CAMPUSES","2","C",,"N","P"
4032,"QUAL O LIVRO QUE NÃO FOI ESCRITO POR JÚLIO VERNE?","O VELHO E O MAR","VIAGEM AO CENTRO DA TERRA","DA TERRA À LUA","VINTE MIL LÉGUAS SUBMARINAS","1","C",,"N","P"
3872,"QUAL É A SÍLABA TÔNICA DA PALAVRA PARALELEPÍPEDO?","PA","RA","DO","PÍ","4","C",,"N","P"
4103,"QUAL O NOME DA LETRA DO ALFABETO GREGO QUE TEM A FORMA DE UM TRIÂNGULO?","DELTA","GAMA","BETA","ALFA","1","C",,"N","P"
3870,"QUAL É A MATÉRIA QUE ESTUDA O TROVADORISMO?","BIOLOGIA","FÍSICA","LITERATURA","GEOGRAFIA","3","C",,"N","P"
3869,"QUAL É A ESCRITA CORRETA?","REVINDICAÇÃO","REINVINDICAÇÃO","REIVINDICAÇÃO","REINVIDICAÇÃO","3","C",,"N","P"
3910,"QUAL DESTAS PALAVRAS APRESENTA ERRO QUANDO ESCRITA NO PLURAL?","ANCIÕES","REFRÃOS","CHARLATÃOS","ALDEÃES","3","C",,"N","P"
3880,"QUAL DESTAS FRASES REPRESENTA UM PLEONASMO?","ANDAR RÁPIDO","SAIR DEPRESSA","ANDAR A CAVALO","ENTRAR PARA DENTRO","4","C",,"N","P"
3882,"QUAL DESSAS PALAVRAS NÃO É UM SINÔNIMO DE VANGUARDA?","DIANTEIRA","RETAGUARDA","FRENTE","ANTEGUARDA","2","C",,"N","P"
3925,"QUAL DESSAS PALAVRAS NÃO CORRESPONDE A UMA LETRA DO ALFABETO GREGO?","ÔMEGA","DELFO","GAMA","BETA","2","C",,"N","P"
3924,"QUAL É O PARÔNIMO DE VULTOSO?","VIVÊNCIA","VINGANÇA","VULTUOSO","VALENTE","3","C",,"N","P"
3923,"QUEM É O AUTOR DO ROMANCE ""VILA DOS CONFINS"", DE 1956?","MÁRIO PALMÉRIO","ARNALDO NISKIER","OLAVO BILAC","EÇA DE QUEIRÓZ","1","C",,"N","P"
4041,"QUEM FOI AUGUSTO DOS ANJOS?","ASTRÓLOGO","POETA","MÉDICO","ESOTÉRICO","2","C",,"N","P"
4040,"QUEM ESCREVEU O ROMANCE ""CEM ANOS DE SOLIDÃO""?","MACHADO DE ASSIS","GUIMARÃES ROSA","GABRIEL GARCÍA MÁRQUEZ","JORGE AMADO","3","C",,"N","P"
4039,"QUEM ESCREVEU O LIVRO ""O ANALISTA DE BAGÉ""?","ÉRICO VERÍSSIMO","JOÃO UBALDO RIBEIRO","GUIMARÃES ROSA","LUIS FERNANDO VERÍSSIMO","4","C",,"N","P"
4038,"QUEM ESCREVEU A OBRA  ""AMAR, VERBO INTRANSITIVO""?","MACHADO DE ASSIS","CARLOS DRUMMOND","MÁRIO DE ANDRADE","OSWALD DE ANDRADE","3","C",,"N","P"
4037,"QUEM ESCREVEU A NOVELA ""FAZENDA MODELO""?","GILBERTO GIL","CHICO BUARQUE DE HOLANDA","CAETANO VELOSO","MILTON NASCIMENTO","2","C",,"N","P"
4036,"QUAL É O SINÔNIMO DE ESTOMAGADO?","PERFUMADO","SATISFEITO","PESADO","IRRITADO","4","C",,"N","P"
4035,"QUEM ESCREVEU ""MAR MORTO""?","EUCLIDES DA CUNHA","JOSÉ LINS DO REGO","EÇA DE QUEIRÓS","JORGE AMADO","4","C",,"N","P"
4034,"QUAL DESSAS PALAVRA CONTÉM UM TRITONGO?","PARAGUAI","SAÍDA","BRISA","RUIM","1","C",,"N","P"
4033,"QUAL PALAVRA NÃO ESTÁ ESCRITA CORRETAMENTE?","BUZINA","FÚSIL","PRASER","FUZIL","3","C",,"N","P"
4017,"QUAL PALAVRA NÃO É CONSIDERADA UM COLETIVO?","MATILHA","MANADA","ALCATILHA","ALCATÉIA","3","C",,"N","P"
4031,"QUAL OBRA NÃO FOI ESCRITA POR SHAKESPEARE?","O MERCADOR DE VENEZA","UTOPIA","REI LEAR","OTHELLO","2","C",,"N","P"
4046,"QUAL O SINÔNIMO DE ADVOGADO?","CASEOSO","ENGRILADO","ENGABELADOR","CAUSÍDICO","4","C",,"N","P"
4029,"QUAL O SIGNIFICADO DA PALAVRA HÍGIDO?","SADIO","DOENTE","AGITADO","INTELIGENTE","1","C",,"N","P"
4028,"QUAL O SIGNIFICADO DA PALAVRA ESCRUTAR?","FALAR","INVESTIGAR","JOGAR FORA","ALISTAMENTO","2","C",,"N","P"
4027,"QUEM ESCREVEU ""TUDO VALE A PENA / SE A ALMA NÃO É PEQUENA""?","FERNANDO PESSOA","CHICO BUARQUE","CAETANO VELOSO","LUÍS VAZ DE CAMÕES","1","C",,"N","P"
4026,"A PALAVRA DORAVANTE É UM:","ADVÉRBIO","PRONOME","VERBO","ARTIGO","1","C",,"N","P"
4025,"EM ASTRONOMIA, QUAL É O ANTÔNIMO DE PERIGEU?","GINECEU","PERENE","ANDROCEU","APOGEU","4","C",,"N","P"
4024,"DENUNCIATIVO É?","MOTIVO DA DENÚNCIA","AQUELE QUE DENUNCIA","AQUELE QUE É  DENUNCIADO","CAUSA DA DENÚNCIA","2","C",,"N","P"
4023,"COMO SE CHAMAM AS POESIAS BASEADAS NOS SENTIMENTOS E EMOÇÕES?","SATÍRICAS","REALISTAS","LÍRICAS","ÉPICAS","3","C",,"N","P"
4022,"COMO SE CHAMA UM POEMA EM QUE SÃO NARRADAS AÇÕES GRANDIOSAS E HERÓICAS?","ABSTRATO","CIENTÍFICO","DIDÁTICO","EPOPÉIA","4","C",,"N","P"
4021,"ANEMOFOBIA É O MEDO DE:","ANEMIA","ALTURA","ARANHA","VENTO","4","C",,"N","P"
4020,"QUAL DESSAS PALAVRAS É UM SUBSTANTIVO EPICENO?","COBRA","LEÃO","BOI","GATO","1","C",,"N","P"
4019,"ALGUÉM ARDILOSO É ALGUÉM:","ARDIDO","PRETENSIOSO","ASTUCIOSO","MAL CHEIROSO","3","C",,"N","P"
4018,"FOSSILISMO É...","LIMPEZA DE FOSSAS","APEGO A COISAS ANTIQUADAS","ESTUDO DE FÓSSEIS","ERA GEOLÓGICA","2","C",,"N","P"
3972,"A PALAVRA ARTOLATRIA REFERE-SE À ADORAÇÃO DE:","ÁRVORES","PÃES","FRUTAS","LEGUMES","2","C",,"N","P"
3928,"A PALAVRA ""CÚSPIDE"" REFERE-SE A QUÊ?","PONTA","RETA","CURVA","CÍRCULO","1","C",,"N","P"
3988,"A EXPRESSÃO ""SUBIR PARA CIMA"" É CLASSIFICADA COMO:","METÁFORA","PLEONASMO","ONOMATOPÉIA","EUFEMISMO","2","C",,"N","P"
3954,"PLÚMBEO É RELATIVO A QUÊ?","CÉU","LUZ","CHUMBO","RIO","3","C",,"N","P"
3953,"DISPOR OS FIOS DE TELA É O MESMO QUE:","URNIR","URGIR","URDIR","URPIR","3","C",,"N","P"
3952,"DAMEJAR É O MESMO QUE:","ESNOBAR","DUELAR","DOAR","CORTEJAR","4","C",,"N","P"
3951,"AMPLEXO É O MESMO QUE:","SORRISO","CHORO","ABRAÇO","BEIJO","3","C",,"N","P"
3950,"O QUE É CLEPSIDRA?","ANIMAL","RELÓGIO DE ÁGUA","PLANTA","OSSO","2","C",,"N","P"
3949,"A PALAVRA FULANO É DE QUAL ORIGEM?","RUSSA","ÁRABE","INGLESA","GREGA","2","C",,"N","P"
3948,"QUAL DAS PALAVRAS ESTÁ ESCRITA CORRETAMENTE?","DESASOSSEGO","DESASSOCEGO","DEZASSOSSEGO","DESASSOSSEGO","4","C",,"N","P"
3947,"POR QUEM FOI ESCRITO O ROMANCE OS TRÊS MOSQUETEIROS?","DANTE ALIGHIERI","MIGUEL DE CERVANTES","ALEXANDRE DUMAS","WILLIAM SHAKESPEARE","3","C",,"N","P"
3946,"O VERBO RIR É:","TRANSITIVO  INDIRETO","TRANSITIVO DIRETO","BITRANSITIVO","INTRANSITIVO","4","C",,"N","P"
3945,"O ROMANCE ""MEMORIAL DE MARIA MOURA"" FOI ESCRITO POR QUEM?","RAQUEL DE QUEIRÓS","CAMILO CASTELO BRANCO","GONÇALVES DIAS","JORGE AMADO","1","C",,"N","P"
3944,"O QUE SIGNIFICA CONCOMITANTE?","SIMULTANEAMENTE","ATRASADO","ADIANTADO","TEMPOS DIFERENTES","1","C",,"N","P"
3943,"ENCETAR É O MESMO QUE....","INCOMODAR","ENDIVIDAR","ENCERAR","COMEÇAR","4","C",,"N","P"
3927,"O QUE É CONJETURAR?","CONGESTIONAR","RECUSAR","CONFESSAR","PRESUMIR","4","C",,"N","P"
3941,"ESMORECER É O MESMO QUE:","ESTIMULAR","DESANIMAR","ENCORAJAR","ANIMAR","2","C",,"N","P"
3956,"O QUE É AÇULAR?","ATRAPALHAR","ESTIMULAR","OCULTAR","SEPARAR","2","C",,"N","P"
3939,"O PLURAL DE MÉDICO-LEGAL É:","MÉDICO-LEGAIS","MÉDICOS-LEGAL","MÉDICOS-LEGAIS","MÉDICO-LEGAL","1","C",,"N","P"
3938,"O ESTUDO DA ESTRUTURA E FORMAÇÃO DE PALAVRAS É CHAMADO:","FONÉTICA","PROSÓDIA","CALIGRAFIA","MORFOLOGIA","4","C",,"N","P"
3937,"LIPOASPIRAÇÃO É UM VOCÁBULO:","TRISSÍLABO","POLISSÍLABO","MONOSSÍLABO","DISSÍLABO","2","C",,"N","P"
3936,"HIPO É IGUAL A...","POSIÇÃO INFERIOR","POSIÇÃO SUPERIOR","POSIÇÃO IGUAL","CONCENTRAÇÃO","1","C",,"N","P"
3935,"QUAL DESSAS PALAVRAS CONTÉM DÍGRAFO?","GUERRA","DUELO","MIÚDO","CARGA","1","C",,"N","P"
3934,"O QUE SIGNIFICA CASSO?","ANULADO","ACONTECIMENTO","APREÇO","HIPÓTESE","1","C",,"N","P"
3933,"QUAL DESSES É UM ESCRITOR PORTUGUÊS?","JORGE AMADO","LUÍS DE CAMÕES","MACHADO DE ASSIS","PAULO COELHO","2","C",,"N","P"
3932,"QUAL ERA O ESTILO DE PINTURA DE RENOIR?","CUBISTA","SURREALISTA","RENASCENTISTA","IMPRESSIONISTA","4","C",,"N","P"
3931,"QUAL É O NOME QUE SE REFERE À UM GRANDE PINTOR?","BACH","MICHELANGELO","MAQUIAVEL","VIVALDI","2","C",,"N","P"
3930,"QUEM FOI O AUTOR DA OBRA ""O PEQUENO PRÍNCIPE""?","SIDNEY SHELDON","CECÍLIA MEIRELES","HENRY GREEN","SAINT EXUPÉRY","4","C",,"N","P"
3929,"CLARO ENIGMA É UMA OBRA DE QUAL AUTOR?","MANUEL BANDEIRA","JORGE AMADO","FERNANDO SABINO","CARLOS DRUMMOND DE ANDRADE","4","C",,"N","P"
3970,"COMO É CHAMADA A COMPOSIÇÃO POÉTICA DE 14 VERSOS?","POESIA","SONETO","VERSO","PROSA","2","C",,"N","P"
3940,"O QUE SIGNIFICA A PALAVRA CONCOMITANTE?","SIMULTÂNEO","ATRASADO","ADIANTADO","RETRÓGRADO","1","C",,"N","P"
3942,"O AUMENTATIVO DEPRECIATIVO DE SÁBIO É:","SABICHÃO","SABIDÃO","SABICHORRA","SABIDONA","1","C",,"N","P"
3985,"O ADJETIVO LEPORINO REFERE-SE Á:","LEBRE","LEÃO","LONTRA","LOBO","1","C",,"N","P"
3984,"O ADJETIVO ""AQUILINO"" REFERE-SE À:","TENDÃO","ÁGUIA","ALGA","ÁGUA","2","C",,"N","P"
3983,"NA POESIA, O QUE SIGNIFICA A PALAVRA FEBO?","A LUA","A PLANTA","O CÉU","O SOL","4","C",,"N","P"
3982,"QUAL DESSES ESCRITORES NÃO ERA BRASILEIRO?","LUÍS DE CAMÕES","MÁRIO DE ANDRADE","RUI BARBOSA","MONTEIRO LOBATO","1","C",,"N","P"
3981,"COMO É CONHECIDO O ARCADISMO BRASILEIRO?","NEOCLASSICISMO","ESCOLA MINEIRA","BARROCO BAIANO","MODERNO","2","C",,"N","P"
3980,"O QUE SIGNIFICA FANAR?","FATURAR","FATIGAR","ROUBAR","MURCHAR","4","C",,"N","P"
3979,"AS PALAVRAS CESTA E SEXTA SÃO:","SINÔNIMOS","PROPAROXÍTONAS","HOMÔNIMOS","ANTÔNIMOS","3","C",,"N","P"
3978,"AS PALAVRAS CELA E SELA SÃO:","HOMÔNIMOS","HETERÔNIMOS","SINÔNIMOS","ONOMATOPÉIAS","1","C",,"N","P"
